Date,City,Temperature,Humidity,Pressure,Wind_Speed,Cloud_Cover,Weather,Rainfall
2021-02-22 21:00:00,Bharuch,24.5,44,1011.7,32.04,0,Clear,0
1997-09-08 01:00:00,Jaipur,24.9,80,958.7,16.92,100,Cloudy,0
2000-04-17 10:00:00,Nagpur,37.7,24,973.7,23.76,0,Clear,0
1996-07-20 07:00:00,Thiruvananthapuram,23.6,94,1007.6,84.24,99,Rain,0.6
2000-07-02 07:00:00,Khammam,24.5,88,988.5,35.64,100,Rain,0.2
2023-03-06 23:00:00,Amravati,23.8,44,976.9,39.24,94,Cloudy,0
1997-07-06 10:00:00,Kozhikode,26.1,86,1009.5,37.8,100,Rain,0.9
2021-03-07 22:00:00,Kochi,27.2,90,1011.3,9.36,14,Clear,0
2007-09-25 10:00:00,Solapur,26.7,79,953.8,59.76,54,Clear,0
2003-01-20 17:00:00,Kolhapur,30.5,32,949.7,7.92,63,Cloudy,0
2009-12-12 14:00:00,Karimnagar,29.4,37,979.4,34.2,50,Clear,0
1998-03-22 11:00:00,Kota,35.3,24,981,57.24,5,Clear,0
1996-07-13 18:00:00,Barmer,37.2,32,974.3,92.16,84,Cloudy,0
2019-10-26 05:00:00,Hubballi,21,94,937.8,62.64,100,Rain,2.3
2003-06-17 23:00:00,Chikkamagaluru,20.5,98,897.5,32.04,100,Rain,0.4
2007-11-30 05:00:00,Bharuch,19.9,67,1011.1,32.4,13,Clear,0
2006-10-24 03:00:00,Hubballi,21,63,941.8,33.48,39,Clear,0
2005-06-11 13:00:00,Surat,34,48,1002.1,74.16,0,Clear,0
2018-01-23 07:00:00,Thrissur,23.9,81,1008.1,26.64,33,Clear,0
2010-06-20 17:00:00,Junagadh,34.4,49,992.3,67.32,70,Cloudy,0
2019-06-17 14:00:00,Thiruvananthapuram,29.5,77,1006.9,82.08,93,Rain,0.1
1998-02-08 01:00:00,Ganganagar,12.7,48,997.8,23.04,35,Clear,0
2004-12-03 12:00:00,Rajkot,29.4,30,1004.9,40.32,92,Cloudy,0
1998-06-06 20:00:00,Rajkot,32.9,49,989.5,73.44,7,Clear,0
2001-07-31 00:00:00,Ganganagar,27.2,86,982.1,14.4,19,Clear,0
2021-08-25 17:00:00,Thrissur,27.5,80,1004,32.04,74,Rain,0.1
2002-05-19 12:00:00,Shivamogga,26.2,75,943.7,70.56,99,Rain,0.1
2003-07-23 07:00:00,Kollam,24.9,92,1007.3,39.6,100,Cloudy,0
2009-12-29 06:00:00,Shivamogga,20,98,945.4,9,99,Cloudy,0
2013-10-15 20:00:00,Amravati,25.3,81,971.5,23.76,37,Clear,0
2003-05-17 12:00:00,Wayanad,27.6,69,926.4,49.68,94,Cloudy,0
2009-09-26 04:00:00,Warangal,27.4,63,975.4,46.8,75,Cloudy,0
2007-12-06 01:00:00,Rajkot,20.5,59,1002.2,36,97,Cloudy,0
1996-12-17 15:00:00,Ratnagiri,29.9,50,1002.2,45.72,99,Cloudy,0
2000-04-11 10:00:00,Ajmer,33.9,16,955,41.04,0,Clear,0
2000-02-13 19:00:00,Ganganagar,12.7,52,996.2,33.12,0,Clear,0
1999-02-28 02:00:00,Warangal,24.1,58,981.7,36.36,15,Clear,0
2010-07-31 03:00:00,Pune,22.4,97,941.9,49.32,100,Rain,1
2021-07-18 16:00:00,Karimnagar,29.8,73,970,32.76,77,Rain,0.1
1998-09-17 03:00:00,Kozhikode,24.1,92,1006.4,7.92,98,Rain,0.3
2004-04-17 15:00:00,Udaipur,35.9,15,942.1,65.16,48,Clear,0
1997-06-25 22:00:00,Pune,23.5,95,942.2,55.8,100,Rain,0.1
2006-10-26 11:00:00,Ahmedabad,32.9,30,1009.8,15.84,0,Clear,0
2017-03-10 09:00:00,Bharuch,25.6,58,1007.4,44.28,66,Cloudy,0
1998-12-15 01:00:00,Ratnagiri,25.1,75,1004.2,12.24,80,Cloudy,0
2013-08-28 06:00:00,Warangal,23.3,92,976.9,21.96,100,Rain,1
2023-03-20 11:00:00,Delhi_North,23.2,63,984.2,34.92,100,Cloudy,0
2021-11-05 16:00:00,Amravati,29,48,971.8,13.68,5,Clear,0
2002-11-28 03:00:00,Ajmer,16.1,50,960.2,33.48,5,Clear,0
2022-09-11 14:00:00,Idukki,20.8,92,895.7,65.52,100,Rain,1.1
2006-04-29 19:00:00,Wayanad,23.3,83,925.5,31.32,65,Cloudy,0
2017-08-11 06:00:00,Hubballi,22.2,93,939.2,29.88,100,Cloudy,0
2008-11-28 16:00:00,Ratnagiri,30.3,51,999.6,65.88,100,Cloudy,0
2007-12-14 13:00:00,Hubballi,28.8,40,940.6,50.76,37,Clear,0
2000-08-02 04:00:00,Rajkot,25.6,86,988.8,56.88,59,Clear,0
2004-05-19 00:00:00,Kalaburagi,24.7,81,955.6,76.32,98,Rain,0.1
2001-08-03 18:00:00,Thrissur,23.7,94,1004.8,39.24,100,Rain,0.9
2012-01-07 06:00:00,Aurangabad,12.8,81,946.9,26.64,18,Clear,0
1997-03-28 15:00:00,Solapur,34.6,30,955.7,11.16,25,Clear,0
2003-09-13 04:00:00,Delhi_North,23.4,88,977.1,4.68,42,Clear,0
1996-12-27 03:00:00,Pune,16.2,70,951.8,29.88,79,Cloudy,0
2007-01-11 04:00:00,Delhi_North,6.8,82,991.3,38.16,64,Cloudy,0
2025-03-01 12:00:00,Bhavnagar,32.5,27,1010.8,38.88,71,Cloudy,0
2018-10-24 07:00:00,Shivamogga,20.8,85,948,12.96,18,Clear,0
2007-10-30 05:00:00,Adilabad,18.9,85,977,21.6,10,Clear,0
1999-02-16 14:00:00,Udaipur,26,46,952,14.04,49,Rain,0.2
2026-02-07 23:00:00,New_Delhi,15.9,79,991.4,24.84,0,Clear,0
2002-07-02 18:00:00,Bhavnagar,30.8,70,999.8,70.56,95,Cloudy,0
2014-04-12 17:00:00,Surat,32,39,1005,64.44,0,Clear,0
2020-10-09 12:00:00,Amravati,29.8,74,970.3,13.32,58,Rain,0.2
2011-10-29 12:00:00,Udaipur,29.2,29,951.1,39.24,0,Clear,0
2008-05-07 18:00:00,Kochi,26.7,85,1006.6,8.28,96,Rain,0.2
2018-02-20 01:00:00,Aurangabad,23.1,31,945.1,61.56,8,Clear,0
1996-10-19 07:00:00,Shivamogga,20.9,99,944,32.04,100,Rain,1.2
1999-03-30 19:00:00,Adilabad,34.1,16,976.4,24.84,0,Clear,0
2010-10-24 22:00:00,Rajkot,25.6,70,995.2,30.96,19,Clear,0
1997-02-04 14:00:00,Bengaluru,27,39,910.7,21.24,57,Clear,0
2002-04-23 16:00:00,Nagpur,41.4,10,967.7,27,0,Clear,0
2010-04-15 11:00:00,Solapur,37.5,28,959.7,42.48,46,Clear,0
2020-06-07 00:00:00,New_Delhi,28.5,61,978.4,34.2,18,Clear,0
2022-04-23 22:00:00,Kota,29,22,978.3,26.28,0,Clear,0
2020-09-23 15:00:00,Ajmer,34.4,34,947.2,27.36,49,Clear,0
2022-07-04 19:00:00,Ajmer,29.6,72,944.6,15.12,16,Clear,0
2013-02-09 23:00:00,Solapur,26.4,36,959.4,56.52,47,Clear,0
2018-10-18 11:00:00,Pune,27,60,952,17.64,99,Cloudy,0
2021-05-05 07:00:00,Pune,27,55,948.3,16.92,0,Clear,0
2021-07-16 16:00:00,Ahmedabad,32.5,66,993.7,47.52,28,Rain,0.2
2020-07-07 15:00:00,Karimnagar,31.9,56,970.7,52.92,91,Cloudy,0
1996-10-07 20:00:00,Warangal,26,81,981.6,24.84,98,Cloudy,0
2016-03-20 02:00:00,Chikkamagaluru,21.9,95,899.9,14.04,66,Cloudy,0
2007-09-05 04:00:00,Karimnagar,25.6,83,970.3,41.4,100,Rain,0.2
2017-08-12 03:00:00,Nagpur,25.5,81,969.3,32.04,100,Cloudy,0
2010-03-10 03:00:00,Chikkamagaluru,19.6,72,900.1,23.76,0,Clear,0
2015-12-12 07:00:00,Nagpur,20.8,86,976.1,30.24,16,Clear,0
2004-08-03 06:00:00,Bhavnagar,25.5,91,996.1,49.32,100,Rain,0.7
2002-09-17 23:00:00,Aurangabad,22.1,81,946.1,25.92,25,Clear,0
2023-03-05 00:00:00,Jaipur,20.1,60,970,12.96,91,Cloudy,0
2015-08-28 11:00:00,Ahmedabad,29.9,67,1000.9,24.48,80,Cloudy,0
1999-09-28 05:00:00,Bikaner,27.8,41,981.4,28.08,5,Clear,0
2007-07-25 14:00:00,Adilabad,32,61,974.6,12.24,92,Cloudy,0
2013-06-12 03:00:00,Kochi,24.6,94,1005.8,20.88,100,Rain,4.3
2021-08-05 05:00:00,Ganganagar,28.8,75,979,21.24,32,Clear,0
2005-01-16 10:00:00,Warangal,24.4,61,986.1,50.4,21,Clear,0
2011-02-18 05:00:00,Anand,15.9,64,1006.3,24.12,0,Clear,0
2009-08-07 05:00:00,Ganganagar,29.7,63,976.9,57.24,0,Clear,0
2020-10-17 02:00:00,Anand,28.1,76,998.4,16.92,33,Clear,0
2006-03-14 00:00:00,Hubballi,20.1,84,941.3,30.24,1,Clear,0
2000-04-07 21:00:00,Nashik,29,42,947.2,23.4,80,Cloudy,0
2005-03-27 22:00:00,Ganganagar,20,64,988.1,33.84,0,Clear,0
2018-08-17 23:00:00,Barmer,27.9,88,976.3,18,100,Rain,0.1
2009-11-29 18:00:00,Kozhikode,26.8,79,1009.8,16.56,22,Clear,0
2005-06-09 15:00:00,Ganganagar,40.2,24,978.4,15.48,23,Clear,0
1996-01-02 21:00:00,Hyderabad,20.9,59,959.7,55.8,7,Clear,0
2006-09-22 03:00:00,Idukki,18,100,897.1,15.48,100,Cloudy,0
2018-05-14 20:00:00,Ganganagar,31.9,30,982.8,37.8,3,Clear,0
2008-06-05 05:00:00,Ratnagiri,25.7,87,999.2,44.64,65,Cloudy,0
1998-12-16 19:00:00,Warangal,21.8,58,984.4,28.8,63,Cloudy,0
2019-05-01 05:00:00,Bikaner,27.8,30,975,59.76,0,Clear,0
2022-11-23 21:00:00,Warangal,24.2,79,982.8,32.4,99,Cloudy,0
2001-07-29 15:00:00,Junagadh,29,78,993.9,73.8,91,Rain,0.2
2019-08-29 20:00:00,Hyderabad,25.8,80,949.4,20.16,93,Cloudy,0
2023-12-16 11:00:00,Wayanad,27.2,55,930.1,26.64,100,Cloudy,0
2001-12-08 15:00:00,Pune,28.8,26,951.3,23.4,0,Clear,0
2019-12-13 03:00:00,Solapur,21.8,54,958.5,46.08,24,Clear,0
2017-04-20 17:00:00,Wayanad,26.5,78,925.3,34.56,95,Cloudy,0
2007-09-04 04:00:00,Rajkot,25.1,97,986.5,21.96,99,Cloudy,0
2011-11-02 04:00:00,Ratnagiri,23.9,98,1000.1,13.68,65,Cloudy,0
2005-06-05 23:00:00,Bengaluru,21.3,95,908.4,29.52,80,Cloudy,0
2002-09-09 07:00:00,Mysuru,21.4,85,928.6,56.88,98,Cloudy,0
2016-11-20 02:00:00,Aurangabad,15,72,944.5,25.2,0,Clear,0
2021-07-10 14:00:00,Nizamabad,28.1,76,956.7,33.12,98,Rain,2.2
1998-10-08 21:00:00,Shivamogga,22.3,96,944,18.36,100,Rain,0.1
2017-01-29 12:00:00,Bhavnagar,25.8,39,1013.9,32.4,0,Clear,0
2019-08-07 04:00:00,Kota,25.3,96,966.9,27.72,100,Rain,1.8
2001-12-14 08:00:00,Wayanad,18.6,70,932.3,26.64,0,Clear,0
2012-11-23 04:00:00,Bharuch,16.8,68,1009,28.8,0,Clear,0
2015-05-02 12:00:00,Kozhikode,30.9,66,1008.9,28.44,46,Clear,0
1996-01-01 08:00:00,Nagpur,19.4,79,982,27.36,92,Rain,0.2
2007-12-02 20:00:00,Mysuru,21.5,64,931.2,39.24,18,Clear,0
2016-11-16 05:00:00,Barmer,15.3,59,993,44.28,0,Clear,0
2007-12-23 12:00:00,Bikaner,23.2,31,989.9,17.64,59,Clear,0
2019-08-08 12:00:00,Hyderabad,28.9,68,943.7,116.64,100,Rain,0.1
2024-12-12 23:00:00,Kolhapur,21.2,57,949.6,30.24,100,Cloudy,0
2017-08-09 00:00:00,Bhavnagar,27.3,80,1002.2,41.04,86,Cloudy,0
2006-08-29 08:00:00,Warangal,26,74,976.4,71.28,100,Cloudy,0
2006-08-25 23:00:00,Warangal,26.1,76,979.2,24.48,97,Cloudy,0
2010-08-24 11:00:00,New_Delhi,30.2,71,977.8,28.08,24,Clear,0
2013-06-25 11:00:00,Wayanad,21.5,95,926.3,50.4,100,Rain,1
2022-06-20 20:00:00,Anand,29.1,79,995.1,70.92,19,Clear,0
2000-11-02 04:00:00,Mangaluru,25.4,91,1005.5,27.36,92,Cloudy,0
2014-08-29 18:00:00,Kochi,24.7,91,1006.5,41.04,98,Rain,1.6
1999-03-31 08:00:00,Ratnagiri,25.8,84,1002.4,15.84,63,Cloudy,0
2018-02-04 03:00:00,Ahmedabad,16.3,48,1005.6,33.12,0,Clear,0
2002-04-05 04:00:00,Nashik,21.2,89,943.3,25.92,8,Clear,0
2001-08-26 22:00:00,Amravati,25.2,86,967.6,38.88,11,Clear,0
1997-12-22 18:00:00,Mumbai,24.2,67,1014,30.6,32,Clear,0
2020-07-02 04:00:00,Kollam,24.8,94,1004.8,28.44,93,Cloudy,0
2016-10-27 10:00:00,Mysuru,27.5,45,932,33.48,7,Clear,0
1999-07-29 10:00:00,Thrissur,26.2,82,1007.8,50.04,97,Rain,0.2
2003-09-30 03:00:00,Bikaner,24.6,81,980.9,29.52,38,Clear,0
1999-02-17 20:00:00,Aurangabad,24.7,49,948.8,23.04,31,Clear,0
2019-11-24 11:00:00,Kalaburagi,27.5,48,964.3,43.2,1,Clear,0
2024-05-13 18:00:00,Dharwad,32.5,35,928.9,13.68,34,Clear,0
1997-12-26 18:00:00,Bharuch,26.1,54,1010.1,16.92,64,Cloudy,0
2018-12-09 16:00:00,Karimnagar,29.1,51,979.1,17.64,22,Clear,0
2010-04-10 20:00:00,Idukki,22.9,82,897.5,14.4,93,Cloudy,0
2024-11-27 18:00:00,Nizamabad,22,49,967.2,29.88,22,Clear,0
2019-07-24 23:00:00,Pune,23.5,90,945.1,68.04,99,Rain,0.1
2009-08-11 03:00:00,Nashik,22,95,940.5,36.36,100,Cloudy,0
2017-10-02 04:00:00,Mangaluru,23.9,95,1004,36,94,Cloudy,0
2022-02-08 01:00:00,Bharuch,17.1,94,1011.4,27.36,0,Clear,0
2012-02-20 04:00:00,Solapur,22.6,40,958.1,42.12,0,Clear,0
2002-02-20 19:00:00,Surat,27.4,36,1011.6,36.72,0,Clear,0
2004-06-10 11:00:00,Ganganagar,34.6,40,984.3,4.68,4,Clear,0
2006-03-22 09:00:00,Kozhikode,28.3,73,1009.7,9,30,Clear,0
2000-03-19 09:00:00,Bharuch,28.4,18,1010.3,20.16,0,Clear,0
2009-05-04 04:00:00,Warangal,28.6,65,975.6,35.64,0,Clear,0
2006-06-29 18:00:00,Kalaburagi,25.3,85,952.7,47.52,100,Rain,1.1
2009-08-10 14:00:00,Udaipur,29.1,66,940.6,48.24,92,Rain,0.1
2020-10-21 08:00:00,Aurangabad,24.9,84,945.2,21.6,59,Clear,0
2024-06-09 01:00:00,Jaipur,30.4,29,953.9,21.24,0,Clear,0
2021-07-15 19:00:00,Barmer,31.6,64,976.9,39.24,38,Clear,0
2022-04-15 14:00:00,Shivamogga,32.2,38,942.6,10.44,50,Clear,0
2003-03-05 06:00:00,Adilabad,18.9,21,981.4,39.96,0,Clear,0
2017-11-15 11:00:00,Kollam,29.1,69,1008,45.36,96,Cloudy,0
2019-11-12 22:00:00,Idukki,19.1,97,899.1,42.12,41,Clear,0
2022-10-03 07:00:00,Kota,24.6,69,979.9,39.96,0,Clear,0
2017-10-14 17:00:00,Mysuru,22.9,87,924.7,41.76,100,Cloudy,0
2009-06-16 11:00:00,Dharwad,27.1,64,929.8,46.8,74,Cloudy,0
2006-06-18 18:00:00,Nizamabad,34.1,41,958.8,12.96,28,Clear,0
1999-06-15 22:00:00,Wayanad,20.2,99,927.4,31.32,100,Rain,0.3
1998-07-22 21:00:00,Hyderabad,26.4,84,949.2,18,18,Clear,0
2013-02-24 05:00:00,Bikaner,10.2,99,991.2,24.84,81,Cloudy,0
2018-10-29 08:00:00,Nizamabad,24.9,51,970.8,22.68,0,Clear,0
1999-04-11 09:00:00,New_Delhi,32.9,15,981.1,11.52,0,Clear,0
2001-04-25 14:00:00,Rajkot,39.9,12,991.7,40.68,23,Clear,0
2011-12-30 04:00:00,Bhavnagar,18,59,1011.8,45.72,0,Clear,0
2001-01-07 03:00:00,Pune,18.3,74,948.8,7.56,33,Clear,0
2019-11-18 11:00:00,Mysuru,26.6,62,931.5,58.68,100,Cloudy,0
2023-06-23 13:00:00,Pune,32.2,49,945.2,68.76,43,Rain,0.2
2021-12-17 09:00:00,Pune,20.9,69,955.3,24.12,14,Clear,0
1997-06-12 02:00:00,Jaipur,26.9,64,954.3,30.24,2,Clear,0
2008-10-31 05:00:00,Ganganagar,18.9,90,992.7,21.96,0,Clear,0
2013-08-02 20:00:00,Khammam,26.6,78,988.5,19.8,78,Cloudy,0
2005-02-18 00:00:00,Chikkamagaluru,19.8,96,899.5,15.48,63,Cloudy,0
2008-02-22 14:00:00,Ahmedabad,31.5,18,1005.7,31.32,0,Clear,0
2011-09-17 16:00:00,Barmer,28.8,69,979.8,62.28,49,Clear,0
1999-02-23 04:00:00,Jodhpur,15.7,63,987,18.36,86,Cloudy,0
2024-05-16 04:00:00,Jaipur,28.2,19,960.6,28.8,0,Clear,0
1996-06-14 00:00:00,Solapur,24.3,92,950.4,37.8,100,Rain,1.7
2011-09-29 20:00:00,Wayanad,22,96,927,25.56,97,Cloudy,0
2016-11-05 17:00:00,Kolhapur,29,25,947,5.4,3,Clear,0
2004-12-24 00:00:00,Barmer,14.1,40,992.4,44.64,1,Clear,0
1999-09-05 23:00:00,Hyderabad,22.8,90,950.8,55.08,85,Rain,0.8
1997-05-23 09:00:00,Mumbai,29.2,68,1010.8,29.88,75,Rain,0.1
1997-11-11 14:00:00,Nagpur,29.3,48,976.7,26.64,93,Cloudy,0
2015-04-15 17:00:00,Bharuch,32.7,41,1006.2,7.92,36,Clear,0
2006-05-14 16:00:00,Kalaburagi,41.7,10,954.1,38.52,62,Cloudy,0
2017-08-02 03:00:00,Mysuru,21.4,92,928.1,35.64,99,Cloudy,0
2024-12-09 09:00:00,Hubballi,25.9,70,944.2,27,5,Clear,0
1997-03-02 08:00:00,Mysuru,22,45,932,16.92,0,Clear,0
1997-07-13 01:00:00,Thrissur,23.8,91,1007.8,9,83,Rain,0.1
2006-07-15 08:00:00,Kochi,25.1,92,1009.9,24.84,100,Rain,0.3
2007-12-02 08:00:00,Barmer,18.6,58,994,47.52,22,Clear,0
2014-11-12 06:00:00,Ahmedabad,24.4,55,1005.6,43.2,10,Clear,0
2018-08-17 05:00:00,Thrissur,24.1,94,1005.2,45.72,100,Rain,1.4
2002-10-12 17:00:00,Idukki,20.2,86,896.1,19.44,98,Rain,0.1
2023-05-04 21:00:00,Wayanad,22.5,94,926.8,18.36,100,Cloudy,0
2009-04-26 10:00:00,Nagpur,38.4,10,976.3,46.44,0,Clear,0
2011-03-14 04:00:00,Mangaluru,25.3,90,1006.6,23.04,56,Clear,0
2017-10-02 17:00:00,Nizamabad,28.9,74,961.1,20.52,100,Rain,0.1
2018-03-27 19:00:00,Solapur,36.7,18,956.9,23.76,35,Clear,0
2005-05-07 13:00:00,Aurangabad,37,19,942.1,36,13,Clear,0
2017-09-08 18:00:00,Wayanad,24.1,87,923.1,22.32,96,Cloudy,0
2007-06-12 10:00:00,Ajmer,32.8,48,947.2,66.6,1,Clear,0
2024-06-23 04:00:00,Karimnagar,25.2,93,969.5,18.72,100,Rain,1.3
2025-02-27 07:00:00,Thrissur,27,56,1010.6,65.52,92,Cloudy,0
2004-03-12 12:00:00,Mangaluru,32.5,51,1008.9,40.32,45,Clear,0
2007-01-25 08:00:00,Kozhikode,23.7,76,1013.6,15.48,24,Clear,0
1999-02-04 07:00:00,Mangaluru,23.9,92,1009.7,14.76,51,Clear,0
2017-02-22 11:00:00,Khammam,32.6,41,997.9,29.16,0,Clear,0
2012-06-19 19:00:00,Mangaluru,24.9,92,1006.4,54,100,Rain,0.8
2018-04-19 04:00:00,Khammam,27,82,992,42.12,71,Cloudy,0
2012-04-18 14:00:00,New_Delhi,33.3,32,981.3,40.68,11,Clear,0
2011-12-22 04:00:00,Hyderabad,14.6,63,955.7,35.28,35,Clear,0
2014-08-07 14:00:00,Thiruvananthapuram,26.9,78,1006.5,78.12,100,Cloudy,0
2021-02-23 21:00:00,Nagpur,24.9,32,977.5,16.56,0,Clear,0
2012-12-12 03:00:00,Nashik,17.7,85,945.9,12.96,0,Clear,0
2026-02-09 16:00:00,Adilabad,29.5,25,982.5,23.4,0,Clear,0
2014-09-25 05:00:00,Hyderabad,21.7,92,953.1,21.96,98,Cloudy,0
2008-07-07 23:00:00,Ratnagiri,25.3,91,999.1,46.08,99,Rain,0.5
2023-01-24 22:00:00,Mysuru,20,94,930.4,12.96,99,Cloudy,0
2021-10-09 13:00:00,Chikkamagaluru,20.7,93,898,43.92,99,Rain,3.2
